title,description,start_date,place,number_of_deaths,causes_of_violence,sources_of_information,lga
"Boko Haram Explosion, Yobe",4 soldiers were killed by explosions in an attempt to clear a town of Boko haram insurgents. This latest event came shortly after troops discovered a bomb-making factory in the town where improvised explosive devices used by terrorists were manufactured.,2015-03-13T23:00:00.000Z,Buni Yadi,4,"political issue, religious issue","Vanguard (4 ) , The Punch (4 )",Gujba
"Boko Haram Suicide Bombers, Adamawa",3 suicide bombers heading towards a military checkpoint were killed by the security agents before they could reach their final destination.,2015-03-13T23:00:00.000Z,Along the Damaturu-Maiduguri Road,3,"political issue, religious issue, fire/explosion",The Punch (3 ),Damaturu LGA
"Boko Haram in 100 Corpses, Borno",100 bodies that were suspected to have been beheaded by boko haram insugents were found dumped in what appears to be a mass grave near a bridge.,2015-03-13T23:00:00.000Z,outside Damasak.,85,"political issue, religious issue","The Nation (70 ) , The Punch (100 )",Mobbar
"Boko Haram Explosion, Borno","A Boko Haram female suicide bomber blew herself up and killed 34 people in a market. The same market has come under several suicide explosions since last year. However, there are various accounts on the casualty figure in the attack. Amnesty International reported 19 deaths.",2015-03-09T23:00:00.000Z,Monday Market,22,"political issue, religious issue","The Punch (35 ) , The Guardian (25 ) , Other newpapers 1 (12 ) , Vanguard (20 ) , human rights organisation, humanitarian organisations (19 )",Maiduguri
"Herdsmen Kill 6, Plateau","6 people including 2 members of the state owned security outfit were killed in 2 separate attacks by Fulani herdsmen. The victims are Habila Fom and Joseph Dung, Felicia Badung and Amos Badung, Evelyn, and her 2-year old son, Chuwang.",2015-03-09T23:00:00.000Z,Takowok and Rahol Gasa villages,6,crime,"Vanguard (6 ) , Daily Trust (6 )",Barkin Ladi
"Boko Haram Attack, Borno",8 travellers were ambushed and killed by Boko haram insurgents who dressed as horsemen. The insurgents also snatched the victims' cars.,2015-03-09T23:00:00.000Z,Ngamdu,8,"political issue, religious issue","Daily Trust (8 ) , Other newpapers 1 (8 ) , The Punch (8 )",Kaga
"Military vs Boko Haram, Adamawa","Fightings between soldiers and Boko Haram sect, led to the death of 20 of the insurgents.m 5 Toyota vans, cache of arms and ammunition were recovered.",2015-03-08T23:00:00.000Z,"Gombi, which is 120 kilometres from Yola.",20,"political issue, religious issue",Other newspaper 2 (20 ),Gombi
"Boko Haram, Foreigners, Soldiers, Borno","5 Nigerian soldiers and a South African and former Koevoet member of KwaZulu-Natal, Leon Lotz were killed, allegedly by Boko Haram sect, more likely by friendly fire. Leon Lotz was working for a private security firm, STTEP (Specialized Tasks, Training, Equipment and Protection), to help training government and allied forces to fight the insurgents.",2015-03-08T23:00:00.000Z,Near Maiduguri.,6,"political issue, religious issue",Daily Trust (6 ),Maiduguri
"Boko Haram Bomb Explosion, Borno",A bomb planted by Boko haram went off in a market and killed 5 people. This recent attack came less than a day after 2 markets and a motor park were bombed by the insurgents.,2015-03-07T23:00:00.000Z,Benisheik,5,"political issue, religious issue","The Punch (5 ) , human rights organisation, humanitarian organisations (5 )",Kaga
"Extra-judicial Killing, Adamawa",33 Internally Displaced Persons (IDPs) who were returning home after soldiers liberated their villages were killed by mobs claiming to be fighting Boko haram. Most of the victims were women and children. A pregnant woman was reported to have been burnt alive. This event is backdated by 2 days of its report since no date was provided.,2015-03-07T23:00:00.000Z,Khurkasa and Kamale villages,33,"crime, political issue, religious issue",Daily Trust (33 ),Michika
"Fulani Herdsmen Clash, Plateau","2 people, suspected to be Fulani, were killed, during a protest by some natives that were calling for the release of some armed youths arrested by men of the Special Task Force in charge of the security of the area. This incident occurred during a reprisal by Fulani herdsmen killing a 62-year-old retired police officer, Baba Jacob Wangte, his wife, Mrs. Ruth Jacob, 50, son of the retired police officer, Katop Jacob, 27, his wife Rachael, 21, 3 of his grandchildren, and 2 others",2015-03-07T23:00:00.000Z,Sabon Layi area.,8,crime,"The Punch (9 ) , Nigerian Tribune (9 ) , The Nation (7 )",Barkin Ladi
"Boko Haram Multiple Explosions, Borno","58 people died in Boko Haram multiple explosions that occurred in 2 markets and a motor park. Most of the victims were traders, travelers and bystanders. This recent attacks came shortly after the group declared allegiance to the Islamic State of Iraq and Syria (ISIS), another foreign Islamic terror group. Amnesty International reported 45 deaths.",2015-03-06T23:00:00.000Z,"Maidugury Monday Market, Baga road fish market and Borno Express Terminus motor park",61,"political issue, religious issue","Nigerian Tribune (100 ) , The Nation (58 ) , Daily Trust (54 ) , The Punch (50 ) , human rights organisation, humanitarian organisations (45 )",Maiduguri
"Suicide Bomber, Borno",A suicide bomber believed to be a member of Boko haram blew up himself half way to his target (a military checkpoint on a bridge). His intention was to blow up the bridge.,2015-03-06T23:00:00.000Z,Benisheik,1,"political issue, religious issue","The Punch (1 ) , The Nation (1 )",Kaga
"Political/Pre-Electoral Violence, Kaduna",A clash between the supporters of PDP and All Progressive Congress claimed the lives of 3 teenagers. The victims were passersby during the crisis.,2015-03-06T23:00:00.000Z,Fadan Kagoma,3,political issue,Daily Trust (3 ),Jemaa
"Soldiers vs Boko Haram, Borno",300 Boko haram insurgents and 10 Chadian soldiers were killed in an attempt to reclaim a community from the insurgents. The onslaught came a day after 1000s of troops crossed into Nigeria to retake seized territories.,2015-03-06T23:00:00.000Z,"Malam Fatori, Damask",275,"political issue, religious issue","Daily Trust (310 ) , The Punch (300 ) , Vanguard (215 )",Mobbar
"5 in Fulani Herdsmen Attack, Benue",Shootings and setting ablaze of buildings and farm produce by Fulani herdsmen led to 5 people killed with several others abducted.,2015-03-06T23:00:00.000Z,Jootar community in Ukemberagya/ Twarev council ward.,5,crime,Other newspaper 2 (5 ),Logo
"Gunmen Attack, Rivers",6 people were shot dead by gunmen. The state has come under several gunmen attacks in recent days.,2015-03-05T23:00:00.000Z,D/ Line area close to Oroworoko community,6,crime,Vanguard (6 ),Port-Harcourt
"Communal Crisis, Taraba",An argument between a Jukun youth and Hausa-Fulani youth degenerated into a fight in which one of the youths took a knife and stabbed the other to death and in retaliation. Another youth was killed in the incident.,2015-03-03T23:00:00.000Z,Tella town.,2,crime,Other newspaper 2 (2 ),Gassol
"Boko Haram Strikes, Borno",Members of the deadly boko haram sect attacked a community and killed 9 persons. The insurgents arrived in large numbers and slaughtered their victims in a most barbaric manner.,2015-03-03T23:00:00.000Z,Shani town,9,"political issue, religious issue",This Day (9 ),Shani
"Boko Haram vs Truck Drivers, Borno",10 truck drivers were reported killed by Boko haram insurgents in the past 3 weeks. The victim's heads were severed with an electric chainsaw and their trucks burnt. This event is backdated by 3 weeks as it was reported by the source. A community (Ngamdu) along the expressway linking Damaturu and Maiduguri was assumed to be the location of this incident.,2015-03-03T23:00:00.000Z,Ngamdu,10,"political issue, religious issue",This Day (10 ),Kaga
"Soldiers vs Boko Haram, Borno",73 Boko haram insurgents and a soldier were killed during a shootout. The insurgents had camouflaged as herdsmen to gain entry into the community before they were intercepted.,2015-03-01T23:00:00.000Z,Konduga,74,"political issue, religious issue","Vanguard (74 ) , Daily Trust (74 )",Konduga
"Boko Haram Attack, Borno","In a 2 day attack, Boko Haram insurgents slaughtered 74 men and 20 children who were said to have refused to join the sect. This occurred when the sect arrived a village to recruit more men to fight what they have termed 'a Holy War' against Nigerian government.",2015-03-01T23:00:00.000Z,"Njaba, village.",81,"political issue, religious issue","Nigerian Tribune (94 ) , The Punch (68 )",Damboa
"Communal Crisis, Akwa Ibom",Mr Jonah Oku was beheaded during a communal violence over land between the people of Ekimbuk and Idoro clans. The date of the incident was not given but it is assumed that it happened 2 days before it was reported.,2015-03-01T23:00:00.000Z,Ekimbuk.,1,land issue,Other newspaper 2 (1 ),Ibiono Ibom
"Boko Haram Suicide Bomber, Bauchi",A suspected Boko haram female suicide bomber was set ablaze by an angry mob after she was found with explosives.,2015-02-28T23:00:00.000Z,Mudal Lawal market,1,"political issue, religious issue","Vanguard (1 ) , The Punch (1 ) , Other newpapers 1 (1 )",Bauchi LGA
"Boko Haram Attack, Borno",34 traders were killed when Boko haram attacked a market. Markets and public places have become main targets of the insurgents' deadly activities.,2015-02-27T23:00:00.000Z,Mainok,25,"political issue, religious issue","Daily Trust (34 ) , The Punch (15 )",Kaga
"Soldiers vs Boko Haram, Borno",5 people including 4 Boko haram insurgents and a soldier were killed during a clash with troops.,2015-02-27T23:00:00.000Z,Mainok,5,"political issue, religious issue",The Guardian (5 ),Kaga
"Boko Haram Attack, Borno",Scores of men and people with tribal links to Chad (Shuwa-Arab community) have been killed by Boko haram insurgents. The attacks was a revenge for the participation of Chadian soldiers as members of the Multinational Joint Task Force fighting insurgency in Nigeria. It is assumed that at least 2 scores (40) were killed.,2015-02-28T23:00:00.000Z,Kala Balge village,40,"political issue, religious issue",Other newpapers 1 (40 ),Kala/Balge
"Boko Haram Suicide Bombers, Borno",2 female Boko haram suicide bombers and 2 female bystanders died when one of the bombers detonated explosives strapped in her body. Amnesty International reported 2 deaths.,2015-02-27T23:00:00.000Z,Ngamdu,4,"political issue, religious issue","This Day (4 ) , Daily Trust (4 ) , The Guardian (5 ) , human rights organisation, humanitarian organisations (2 )",Kaga
"Vigilante vs Cattle Rustlers, Katsina",12 cattle rustlers were killed and burnt by members of a local vigilante. The state has been experiencing several cattle rustlers' attacks in the past one year.,2015-02-27T23:00:00.000Z,Yantalata,12,crime,Other newpapers 1 (12 ),Kafur
"Boko Haram Suicide Bomber, Borno",A Boko haram suicide bomber detonated explosives strapped on him and killed 20 people including himself. Most of the victims were farm labourers.,2015-02-25T23:00:00.000Z,Tarsan Gandu (Motor Park) in Biu town,18,"political issue, religious issue","The Guardian (20 ) , The Punch (15 ) , Vanguard (18 ) , Other newpapers 1 (19 ) , human rights organisation, humanitarian organisations (18 )",Biu
"Boko Haram Suicide Bomber, Plateau","17 people were killed when a twin blasts hit two motor parks in front of University of Jos. Most of the victims are assumed to be students who just arrived for a new semester. The attack is assumed to have been carried out by Boko haram. According to Amnesty International, 17 persons died in the attack.",2015-02-25T23:00:00.000Z,Bauchi road in front of old University of Jos campus.,15,"political issue, religious issue","Vanguard (18 ) , The Punch (12 ) , Other newspaper 2 (9 ) , Daily Trust (20 ) , human rights organisation, humanitarian organisations (17 )",Jos South
"Boko Haram, Adamawa.",Nigerian troops have recaptured some communities and in the process killed many (assuming 10) Boko haram insurgents.This incident is linked to event IBD005090.,2015-02-25T23:00:00.000Z,"Shikah, Fikayel, Tetebah, Buza, Bara, Kamla and Bumsa in Gulak.",10,"political issue, religious issue","Daily Trust (10 ) , Independent (10 )",Madgali
"Boko Haram, Yobe",Some Boko haram insurgents were killed while others burnt in a fire when Nigerian troops engaged them in a gun battle in the bid to reclaim some captured territories. 10 insurgents and a soldier were assumed to have died in the encounter.This incident is linked to IBD005089.,2015-02-25T23:00:00.000Z,Djimitillo - Damaturu Road,11,"political issue, religious issue","Daily Trust (11 ) , Independent (11 )",Gulani
"Boko Haram Kills 24, Adamawa",24 civilians were killed when some communities were attacked by armed militants who were believed to be Boko Haram members. They thronged the area in several vans and motorcycles to perpetrate the evil.,2015-02-24T23:00:00.000Z,Lar and Garaha-Mujelli villages.,24,"political issue, religious issue",Other newspaper 2 (24 ),Hong
"Boko Haram Suicide Bombers, Kano","12 people including 2 male suicide bombers died during a Boko haram attack in a motor park.Source from NURTW said 37 people died which include 21 passengers, 3 members of the union, 10 petty traders and the insurgents.",2015-02-23T23:00:00.000Z,"Kano Line at Naibawa Area, along Zaria Road",17,"political issue, religious issue","The Guardian (12 ) , Vanguard (12 ) , Nigerian Tribune (12 ) , Other newpapers 1 (12 ) , Daily Trust (37 )",Kano Municipal
